trialType,block,rt,response,trial_index,time_elapsed,word,expectedCategory,expectedCategoryAsDisplayed,leftCategory,rightCategory,correct,question_order
iat,serenity | anxiety,400.74,j,1,,stress,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,nature | school,562.06,f,43,,lake,nature,nature or school,nature,school,1,
iat,nature | school,621.75,j,44,,homework,school,nature or school,nature,school,1,
iat,nature | school,602.08,f,45,,mountain,nature,nature or school,nature,school,1,
iat,nature | school,645.6,j,46,,campus,school,nature or school,nature,school,1,
iat,nature | school,742.76,f,47,,essay,school,nature or school,nature,school,0,
iat,nature | school,667.7,f,48,,exam,school,nature or school,nature,school,0,
iat,nature or serenity | school or anxiety,770.15,f,49,,forest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,365.45,f,50,,gentle,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,548.09,j,51,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,769.24,f,52,,rest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,549.86,j,53,,fear,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,587.54,f,54,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,665.77,j,55,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,597.85,f,56,,gentle,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,758.73,j,57,,panic,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,689.88,f,58,,breathe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,442.51,j,59,,homework,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,459.44,j,60,,exam,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,539.54,j,61,,fear,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,628.24,f,62,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,671.26,f,63,,ocean,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,470.56,j,64,,grade,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,567.95,f,65,,meadow,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,569.94,f,66,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,648.39,j,67,,panic,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,638.3,f,68,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,513.56,f,69,,relax,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,599.6,f,70,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,523.7,f,71,,calm,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,451.3,j,72,,exam,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,493.12,f,73,,quiet,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,700.9,f,74,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,662.13,j,75,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,401.04,f,76,,ocean,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,484.61,f,77,,relax,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,492.82,f,78,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,475.02,f,79,,peace,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,583.67,f,80,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,585.21,j,81,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,649.59,j,82,,fear,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,672.84,j,83,,panic,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,417.54,j,84,,campus,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,764.33,j,85,,lake,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,610.83,f,86,,quiet,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,588.63,f,87,,rest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,384.62,f,88,,forest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,625.34,j,89,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,568.39,f,90,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,629.83,j,91,,fear,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,525.66,f,92,,mountain,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,633.46,j,93,,worry,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,951.25,j,94,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,446.75,f,95,,peace,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,553.33,j,96,,homework,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,470.4,j,97,,panic,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,694.72,f,98,,campus,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,466.39,j,99,,lecture,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,531.64,f,100,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,415.24,f,101,,breathe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,582.5,j,102,,class,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,806.53,j,103,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,735.5,f,104,,calm,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,601.7,f,105,,breathe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,479.08,f,106,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,810.18,f,107,,relax,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,582.89,f,108,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,533.5,f,109,,breathe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,536.37,f,110,,gentle,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,441.66,f,111,,peace,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,677.99,f,112,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or anxiety | school or serenity,516.93,f,113,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,633.44,j,114,,rest,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,654.77,j,115,,rest,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,663.35,f,116,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,767.07,f,117,,meadow,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,723.61,f,118,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,682.57,j,119,,homework,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,565.68,j,120,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,787.58,f,121,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,742.81,j,122,,panic,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,705.04,j,123,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,518.0,f,124,,panic,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,612.76,f,125,,stress,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,978.77,f,126,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,795.25,j,127,,relax,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,548.59,j,128,,relax,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,543.66,f,129,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,413.09,f,130,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,708.39,j,131,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,594.55,f,132,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,783.31,f,133,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,643.41,f,134,,lake,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,674.51,f,135,,nervous,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,695.54,f,136,,nervous,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,437.4,j,137,,calm,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,628.86,f,138,,panic,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,631.18,f,139,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,559.91,j,140,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,584.67,f,141,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,763.89,j,142,,lecture,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,701.8,f,143,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,713.2,j,144,,grade,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,738.14,f,145,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,795.33,j,146,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,801.72,j,147,,grade,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,671.63,f,148,,fear,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,526.99,f,149,,ocean,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,625.6,j,150,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,940.9,j,151,,relax,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,782.71,f,152,,lake,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,698.8,f,153,,stress,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,585.65,j,154,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,700.27,f,155,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,590.54,f,156,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,538.98,f,157,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,616.53,f,158,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,721.64,j,159,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,768.57,f,160,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,820.31,f,161,,meadow,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,643.23,j,162,,grade,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,514.28,j,163,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,550.12,j,164,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,450.76,j,165,,class,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,561.9,f,166,,unease,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,579.97,f,167,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,918.96,j,168,,teacher,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,791.9,f,169,,panic,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,564.57,j,170,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,856.41,j,171,,lecture,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,623.42,j,172,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,471.94,f,173,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,703.28,f,174,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,620.68,j,175,,grade,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,837.5,f,176,,ocean,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
Questionnaire,,,"{""question1"": 5, ""question2"": ""3"", ""question3"": ""2"", ""question4"": 3, ""question5"": ""3"", ""question6"": 1, ""question7"": 1}",177,,,,,,,,Q1-Q7
