trialType,block,rt,response,trial_index,time_elapsed,word,expectedCategory,expectedCategoryAsDisplayed,leftCategory,rightCategory,correct,question_order
iat,serenity | anxiety,547.67,f,1,,breathe,serenity,serenity or anxiety,serenity,anxiety,1,
iat,nature | school,578.38,f,46,,exam,school,nature or school,nature,school,0,
iat,nature | school,623.9,f,47,,lake,nature,nature or school,nature,school,1,
iat,nature | school,605.31,j,48,,homework,school,nature or school,nature,school,1,
iat,nature or anxiety | school or serenity,672.41,f,49,,lake,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,767.03,j,50,,teacher,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,693.05,j,51,,exam,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,851.5,f,52,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,558.02,f,53,,lecture,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,710.4,j,54,,campus,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,732.79,f,55,,rest,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,503.39,j,56,,campus,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,587.84,j,57,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,699.13,j,58,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,354.33,j,59,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,837.88,f,60,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,459.08,f,61,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,705.12,j,62,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,453.84,f,63,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,663.9,f,64,,fear,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,711.46,j,65,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,746.26,j,66,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,611.52,j,67,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,587.88,f,68,,exam,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,659.55,f,69,,ocean,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,613.03,j,70,,grade,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,684.74,f,71,,quiet,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,890.25,f,72,,fear,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,601.44,j,73,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,577.1,f,74,,meadow,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,896.88,j,75,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,569.49,f,76,,ocean,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,696.0,f,77,,unease,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,566.31,j,78,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,656.02,f,79,,nervous,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,756.38,f,80,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,594.59,f,81,,fear,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,691.02,j,82,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,521.58,f,83,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,665.48,j,84,,grade,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,634.47,j,85,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,450.82,f,86,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,747.32,f,87,,ocean,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,993.49,f,88,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,428.41,j,89,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,794.99,j,90,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,763.71,j,91,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,635.24,j,92,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,607.64,j,93,,class,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,669.95,j,94,,calm,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,627.1,f,95,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,543.81,f,96,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,768.99,j,97,,rest,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,606.07,j,98,,campus,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,721.95,f,99,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,611.37,f,100,,unease,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,500.55,f,101,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,837.58,j,102,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,825.74,j,103,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,799.68,j,104,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,635.98,j,105,,ocean,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,878.41,f,106,,homework,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,545.28,f,107,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,787.34,j,108,,homework,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,914.85,j,109,,campus,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,595.52,f,110,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,614.44,f,111,,lake,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,791.99,j,112,,relax,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or serenity | school or anxiety,730.32,f,113,,rest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,457.52,j,114,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,473.04,j,115,,lecture,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,569.14,j,116,,stress,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,556.65,f,117,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,595.96,f,118,,mountain,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,721.61,f,119,,gentle,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,734.51,f,120,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,523.46,j,121,,teacher,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,670.14,f,122,,meadow,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,857.41,j,123,,campus,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,580.1,f,124,,rest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,699.07,j,125,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,561.01,f,126,,calm,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,555.62,f,127,,meadow,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,579.71,f,128,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,611.84,f,129,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,615.44,j,130,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,548.6,j,131,,campus,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,483.59,j,132,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,427.44,j,133,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,482.61,j,134,,lecture,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,695.78,f,135,,meadow,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,548.24,j,136,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,655.64,j,137,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,537.63,f,138,,lake,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,539.5,j,139,,tension,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,517.47,j,140,,class,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,543.18,f,141,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,589.31,f,142,,river,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,448.84,j,143,,panic,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,554.23,f,144,,breeze,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,410.15,f,145,,quiet,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,600.29,j,146,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,526.37,j,147,,homework,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,593.66,j,148,,worry,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,554.47,j,149,,campus,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,476.63,j,150,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,641.9,j,151,,calm,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,478.54,j,152,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,693.74,f,153,,relax,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,610.82,j,154,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,606.5,f,155,,peace,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,544.52,j,156,,calm,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,596.73,j,157,,class,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,657.64,j,158,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,585.74,j,159,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,574.25,j,160,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,745.81,f,161,,quiet,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,584.48,j,162,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,608.88,j,163,,worry,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,658.35,f,164,,gentle,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,631.76,j,165,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,501.42,f,166,,rest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,579.28,f,167,,soothe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,679.85,f,168,,lake,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,359.14,j,169,,campus,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,597.15,f,170,,quiet,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,593.36,j,171,,panic,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,620.58,f,172,,forest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,718.48,f,173,,forest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,584.81,f,174,,mountain,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,650.76,j,175,,alarm,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,529.37,j,176,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
Questionnaire,,,"{""question1"": null, ""question2"": 5, ""question3"": null, ""question4"": ""3"", ""question5"": ""2"", ""question6"": 3, ""question7"": 3}",177,,,,,,,,Q1-Q7
